"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Created date","Usages","Fill rate","data_entry_instructions","option_descriptions"
"Date of birth","date_of_birth","string","Contact's date of birth. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","Forms (3)","9.96%","",""
"Degree","degree","string","Contact's degree. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Field of study","field_of_study","string","Contact's field of study. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Gender","gender","string","Contact's gender. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","Forms (2)","9.68%","",""
"Graduation date","graduation_date","string","Contact's graduation date. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Job function","job_function","string","Contact's job function. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Marital Status","marital_status","string","Contact's marital status. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Military status","military_status","string","Contact's military status. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Relationship Status","relationship_status","string","Contact's relationship status. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"School","school","string","Contact's school. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Seniority","seniority","string","Contact's seniority. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Start date","start_date","string","Contact's start date. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Work email","work_email","string","Contact's work email. Required for the Facebook Ads Integration. Automatically synced from the Lead Ads tool.","facebook_ads_properties","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0.65%","",""
"Alcohol?","alcohol_","enumeration","","google_form_","true","Yes; No","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"Any Possible Complications","any_possible_complications","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","2/19/24","Forms (1)","0.02%","",""
"Are you a Hero/Referee?","are_you_a_hero_referee_","enumeration","","google_form_","true","Hero; Referee","false","false","false","false","false","false","Madhur Gusain","1/9/24","Forms (1)","0%","",""
"Are you currently pregnant or trying to conceive or breastfeeding?","are_you_currently_pregnant_or_trying_to_conceive_or_breastfeeding_","enumeration","","google_form_","true","Yes; No","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"Are you on a prescription of Finasteride?","are_you_on_a_prescription_of_finasteride_","enumeration","","google_form_","true","Yes; No; Maybe","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"Are you on a prescription of Minoxidil?","are_you_on_a_prescription_of_minoxidil_","enumeration","","google_form_","true","Yes; No; Maybe","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"c_source","c_source","string","","google_form_","true","","false","false","false","false","false","false","Himanshu Gupta","9/28/23","Forms (1); Views (2)","18.78%","",""
"Can we grab your indicative age please?","can_we_grab_your_indicative_age_please_","enumeration","","google_form_","true","<25 years; 25-35 years; 35-45 years; 45-55 years; >55 years","false","false","false","false","false","false","Madhur Gusain","1/9/24","Forms (1)","0.02%","",""
"Consultant","consultant","enumeration","","google_form_","true","Dan Bullen; Paul; Others","false","false","false","false","false","false","Madhur Gusain","2/19/24","Forms (1)","0.04%","",""
"Consultation Quality","consultation_quality","enumeration","","google_form_","true","Good (1); Average (2); Poor (3)","false","false","false","false","false","false","Madhur Gusain","2/19/24","Forms (1)","0.04%","",""
"Current Medications","current_medications","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","2/19/24","Forms (1)","0.04%","",""
"Describe your expectations?","describe_your_expectations_","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"Diabetes?","diabetes_","enumeration","","google_form_","true","Yes; No; Don't Know","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
"Diagnosed Medical Conditions current/past","diagnosed_medical_conditions_current_past","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","2/19/24","Forms (1)","0.02%","",""
"Did doctor explain everthing clearly to you?","did_doctor_explain_everthing_clearly_to_you_","enumeration","","google_form_","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/12/23","Forms (1)","0.84%","",""
"Did the nurses provide enough care information after your session? ","did_the_nurses_provide_enough_care_information_after_your_session_","enumeration","","google_form_","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/12/23","Forms (1)","0.84%","",""
"Did they make it enjoyable for you","did_they_make_it_enjoyable_for_you","enumeration","","google_form_","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/12/23","Forms (1)","0.84%","",""
"Did we answers all your questions?","did_we_answers_all_your_questions_","enumeration","","google_form_","true","Yes; No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/9/23","Forms (2)","1.84%","",""
"Did you feel much pain?","did_you_feel_much_pain_","enumeration","","google_form_","true","Nothing; A little; Yes; A lot; Extreme discomfort","false","false","false","false","false","false","Himanshu Gupta","8/12/23","Forms (1)","0.84%","",""
"Do you exercise?","do_you_exercise_","enumeration","","google_form_","true","Sedentary (little to no exercise); Light (1-3 days per week); Moderate (3-5 days per week); Very Active (6-7 days per week); Extremely Active (more than once a day, 5 times per week)","false","false","false","false","false","false","Madhur Gusain","12/19/23","Forms (2)","9.68%","",""
" Do you feel you need something else to keep you entertained?","do_you_feel_you_need_something_else_to_keep_you_entertained_","enumeration","","google_form_","true","Yes  (Yes); No; Sort of","false","false","false","false","false","false","Himanshu Gupta","8/12/23","Forms (1)","0.84%","",""
"Family History","family_history","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","2/19/24","Forms (1)","0.02%","",""
"Patient Treatment Plan","form_link","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","2/26/24","Workflows (1); Views (2)","37.3%","",""
"Graft Estimation","graft_estimation","string","","google_form_","true","","false","false","false","false","false","false","Madhur Gusain","2/19/24","Forms (1)","0.02%","",""
